    58    439    303    760    357    324      1
   477    108    113    887    801    850      0
   460    428    993    384    405    540      2
   111    704    835    356     72    350      1
   823    485    556    216    626    357      3
   526    357    337    271    869    361      2
   896     22    617    112    717    696      2
   585     41    423    129    229    565      0
   559    932    296    855     53    962      1
   584    734    654    972    457    369      1
   532    963    607    483    911    635      3
    67    848    675    938    223    142      1
   754    511    741    175    459    825      0
   221    870    626    934    205    783      1
   850    398    279    701    193    734      0
   637    534    556    993    176    705      0
   962    548    881    300    413    641      3
   855    855    142    462    611    877      0
   424    678    752    443    296    673      1
    40    313    875     72    818    610      3
    17    932    112    695    169    831      0
    40    488    685     90    497    589      3
   990    145    353    314    651    740      2
    44    258    335    759    192    605      0
   264    181    503    829    775    608      3
   292    997    549    556    561    627      3
   467    541    129    240    813    174      1
   601     77    215    683    213    992      0
   824    601    392    759    670    428      2
    27     84     75    786    498    970      0
   287    847    604    503    221    663      1
   706    363     10    171    489    240      0
   164    542    619    913    591    704      0
   818    232    750    205    975    539      3
   303    422     98    247    584    648      2
   971    864    913     75    545    712      2
   546    678    769    262    519    985      2
   289    944    865    540    245    508      1
   318    870    601    323    132    472      1
   152     87    570    763    901    103      2
   423    527    600    969     15    565      0
    28    543    347     88    943    637      2
   409    463     49    681    588    342      2
   608     60    221    758    954    888      0
   146    690    949    843    430    620      1
   748     67    536    783     35    226      0
   185     38    853    629    224    748      0
   923    359    257    766    944    955      3
   318    726    411     25    355      1      1
   549    496    584    515    964    342      2
    75    913    142    196    948     72      1
   426    606    173    429    404    705      0
   626    812    375     93    565     36      0
   736    141    814    994    256    652      0
   936    838    482    355     15    131      1
   230    841    625     11    637    186      3
   690    650    662    634    893    353      2
   416    452      8    262    233    454      0
   303    634    303    256    148    124      1
   317    213    109     28    200     80      0
   318    858     50    155    361    264      1
   903    676    643    909    902    561      2
   489    948    282    653    674    220      2
   402    923    831    369    878    259      3
     8    619    971      3    945    781      2
   504    392    685    313    698    589      3
   722    938     37    410    461    234      1
   508    961    959    493    515    269      3
   937    869     58    700    971    264      1
   117    215    555    815    330     39      3
   212    288     82    954     85    710      0
   484    774    380    815    951    541      2
   115    679    110    898     73    788      0
   977    132    956    689    113      8      3
   941    790    723    363     28    184      1
   778    200     71    885    974     71      1
   333    867    153    295    168    825      2
   676    629    650    598    309    693      1
   686     80    116    249    667    528      0
   679    864    421    405    826    816      3
   516    726    666     87    681    964      2
   340    686     21    662    721     64      1
   309    415    902    873    124    941      2
   745    762    423    531    806    268      1
   318    602    907    307    481     12      1
   136    630    114    809     84    556      0
   290    293    996    152     54    345      3
   708    248    491    712    131    114      3
   439    958    722    704    995     52      1
   269    479    238    423    918    866      0
   659    498    486    196    462    633      2
   158     22    146    392     37    925      0
   647    458    602    807     98    830      0
   292    600    278    799    352    448      3
   882    540    315    575    762    567      3
   336    397    418    897    828    851      3
   816    230    449    925    658    229      2
   520    940    560    147    162    655      2
   675    792    361    754    398    146      1
   714    946    188    569    638    663      2
    75    515    521    475    615    528      2
   234    570    905    464    557    962      3
   161    524    549    469    330    923      2
   350    333    925    910    737    336      2
   337    278    393    636    714    164      2
   591    949    135    505    337      4      1
   337    623    664    970    608    568      3
   281     85    152    373    652    194      3
   876    826    396    572    249    640      1
   174    819    943    611    941    289      3
   419    565    805    585    216    450      1
   615    609     64    166    893     74      1
   509    300    695    573    589    161      0
   172    968    358     31    268    426      1
   510    422    774    779    910    552      3
   182    391    495    764    874    364      2
   902    255    460    474    972    821      3
   122    547    577    789    605    195      2
   594    950    343    754    481     12      1
   672    439    428    912    762    967      3
   408    415    908    223    759    434      3
   204    486    319    958    945    806      3
   166    700    367    692    787    532      2
   556    974    447     21    283    222      1
   331    376    583    948    723    982      3
    18    776    220    111    182    856      2
   490    925    324    486    677    969      3
   643    534    677    668     68    991      0
   196    783    828    727    426    871      1
   697    612    703     27    408    545      3
   508    185    238    237    443    313      0
   501    850    128    111    650    149      1
   192    454    869    681    465    267      0
   713    793    634    472    972    830      3
   901    442    177    877    770    702      3
   364    381    590    823    237     23      1
   179    595    169    327     42    310      0
   182     58    926    487    670    528      3
   651    258    213    860    783    286      1
   742    610    472    128    434    841      2
   718    503    867    865    938    881      3
   257    750    614    598    458    661      1
    63    756    807    278    489    435      2
   365     75    586    386    833    360      3
   330     48    928    492    433    840      0
   766    735    810    599    837    892      3
   982    328    352    369    244    794      0
   608    252    647    432    535    208      3
   264    497    243    649     15    841      0
   189    100    812    648    523    851      0
   474    633    891    200    854    990      2
   697    919    780    578    931    544      3
   340    487    899    525    483    538      0
   492    193    252     11    560    834      2
   840    497    785    529    540    805      0
   791    392    210    549    578    979      0
   971    277     73    193    620    497      0
   826    276    790    582    578    159      3
   418    489    159    449    924     72      1
   380      8    967    208    477    503      3
   370    607    196     74    722    611      2
    19    761     56    890    163    683      0
   716    932    452    741    954    813      2
   862    396    460    615    904    599      3
   136    680    198     32    387    584      2
   240    517      6    670    241    882      0
   249    523    758    105    621     95      3
   296    916    678    178    579     58      3
   577    750      7    729     81    995      0
   678    676    753    899    784    565      2
    93    608    172    243    929    514      2
   168     55    191    973    922    748      0
   651    986    144    446    577    517      0
   629    916    874    791    469    912      1
   146    693     91    815    949    857      3
   640     52    236    551    487    226      3
   162    955    183    394    180     97      1
    65     65    513    261    578     78      3
   878    140    611    947    445    170      2
   975    489    750    149    333    865      2
   214    282      7    432    896    367      1
   522    882    810    641    231    187      1
   705    479    321    538    351    447      2
   208    646    276    759    189    422      3
   666    486    455     28    614    860      2
   253    777    348    503    861    431      2
    82    455    197    106    752    821      2
   296    281     21    455    947    124      1
   318    135    376    774    859    998      0
    74    253    922    635    643    888      0
   153    232    747    680    926    678      3
   450    801    961    199    855    363      3
   716    573    561    245    473    274      0
   550    353    181    287    699    110      2
   643    465    172    529    981    112      1
   476    381    247    890    671    805      3
   372     32    989    320    165    431      3
   658    293    206    578    948    206      1
   171    166    396    697     20    694      0
   529    788    109    984    969    978      3
   617     15    626    684    168    906      0
   928     97    118    390    199    785      0
   486    199    420    710    271    813      2
   415     85    318    580    331    267      3
   387    444    186    507    360    827      0
    74    431    152    271    268    693      0
   885    337    311    604    677    406      1
   768     22    413      0    542    537      2
    38    388    355    289    647    181      2
    93    584    987    761    493    217      1
   501    482    447    665    753    104      2
    84     95    525    221    964    781      2
   872    106    656    343    593     80      0
    80    868    411    713    968    251      2
   216     79    768     40    531    933      2
   779    663    259    653    936     95      1
   365    874    720    835    680    976      3
   455    725     71    808    559    156      1
   602    832    905    440    375    562      1
   885    962     80    836    797    202      1
   508     80    340     76     58    493      0
   740    546    474    773     97    880      0
   335     72    400    707    955    666      2
   141    588    481    168    315    396      2
   225      9     12    136    455    762      0
    43    742     21    922    512    248      1
    18    368    717    714    650    290      2
   335    759    169    895    303    640      3
   979    199    105    791    661    681      3
   652    753     33     29    987     42      1
   253     83    420    814    718    244      2
    63    229    652    864    769    470      2
     5     47    594    487    326    276      0
   323    540    679    990    588    710      3
   271    945    221    470    183    589      0
   955    978    779      6    262    135      3
   487    196     33     88    935    779      2
   993    790    962    965      1    105      1
   807    567    669    134    671    457      3
   998    545    597    218    838    844      2
   372    563     28    264    801    723      0
   490    604    601    227    197    692      0
   771    363    301    363    721    565      2
   421    445    610    495    741     22      3
   812    151     15     55    393    738      0
   279    882    608    654    822    707      3
   245    338    144    290    339    154      0
   604    623    225     78    724    981      2
   330    733    223    594    130    846      0
   987    445    805    616    750    489      3
   338    963    135    697    209    630      0
   224    908    737    474    920    372      3
   293    855    734    561     56    606      0
   184     75    382    119    741    432      2
   684    779    279    283    667    836      2
   125    118    737     28    119    577      0
   737     91    556    795     60    901      0
   793    432    136    580    875    907      0
   184     74    719    790    476     41      3
   351    329    290    974     72    591      0
   189    787    490    239    893     53      3
    63    681    903      5    176    479      3
   695    139    468    998     83    639      2
   515    621    993    826    722    838      1
   828    581    399    978    891     23      2
   943    834    243    349    702    707      0
   502    141    687    346    891    637      2
   413    400    816    690    162    935      0
   126    410    877    382    260    189      3
   705    874    663    722    195    566      1
   360     38    588    811    245    467      0
   425    867    189    542     63    547      0
   502    617     99     23    226    203      0
    48     51    570    636    458    967      0
   456    405    531    962    819    975      3
   556    531    495     44    591    803      2
   388    915    450    319    272    791      3
   383    133    775    642    569    300      3
   954     78    585    257    333    893      0
   490    103    750    233    722    271      3
   611    990    338    641    258     47      1
   352    658    479    302    683    990      2
     2    568    422    895    135      8      2
   361    742    194    699    188    178      1
    42    357    941    847    469    345      1
   380    913    964    710     61    385      1
    73    504    462    703    102     69      1
   154    529    552     74    149    730      2
   244    844     49    118     65    363      1
   552    773    470    731    747    511      2
   869    398    498    103    352    679      2
    53     43    522     88    563    834      2
   850     22    240    911    492    651      0
   580    477    616    876    178    220      1
   615    348    798    179    635    857      3
   883    662    902    262    420    770      2
    22    273    841    686    888    917      3
   717    892    698    267    749     65      3
   389    932    619     81      3    130      1
    28    631    589    152    630    172      3
   864    407    295    428    681    490      2
   610    177     71    236    459    643      0
   840    633     37    893    630    274      2
   993    782    203    461    290    662      0
   307    997    151    423    890    717      2
   640    703    566    883    661    659      3
   245    386    651    765    601    840      3
   209    497    283    250     58    421      0
   175    581    787    271    287    999      0
   504    979    138    700    530    461      2
   118    205    540    828    459    622      0
   398    760     98    935    481    614      3
   567    493    596    161    746    538      0
   670    538    476    555    917    371      2
   760    752    758    433    255     65      1
   726    401     34    759    393    548      3
   273    792    193    933    137    103      1
   690    211    694    668    627    498      3
   989    248    879    647    149    931      0
   669    875    598    449    436    599      3
   123    443    731    154    861    434      3
   385    967    816    393    704    866      3
   953    308    223    684    792    667      2
    48    469    930    811    814     90      1
   427    743    604    599    474    195      1
   506    158    589    858    809    889      3
   447     40    818    364    975     26      3
    89    503     66    412    840    570      1
   676    395    641    986    651    109      2
   187     83     85    390    250    686      0
   755    381    128    502    277    862      0
   424    565    872    832    885    428      2
   646    889    478    883    925    265      0
   260     45    778    821    855    520      2
   927    773    134    251    675    336      1
   334      1    737    310    974    590      3
   356     71     80    935    145    282      1
   825    718    573    712     37    998      0
   905    162    717    692    539     47      3
   946    103    231    115    839    858      2
   829    645    394    199    645    272      2
   675    862     72    773    480    238      1
   897    542    608    203    277    125      2
   134    401     78    382    169    736      0
   478    939    138    721    426    663      0
   677    575    724    981    700    961      3
   862      2    448     95    684     16      3
   137    507    993    284    944    259      3
   821     58    643    668    677    119      3
   857     41    891    264    623    915      0
    72    929    841    715    615    536      3
   957    759    700    452     93    241      1
   829    448    227    798    224    324      0
   274    133    885     38    170    862      0
   629     84    909    878    923     85      2
   400     24    193    105    412    765      0
   767    407    677    784    704    790      3
   834    891    621     85    734    190      3
   542    998     86     18    621    424      1
   597    376    254    669    108    927      0
   493     68    366    102    438    600      0
   819    318    290    984    339    556      0
   808    632    478    814    787    239      2
    74     20    827    554    988    441      3
   798    642      2    321    104    946      2
    56    509    833    708    761    533      3
   686    804    385    142    842    260      1
   161    620    343    578    187    113      1
    63    591    934    415    656    761      3
    12    411    959    251    738    370      3
   124    507      7    584    951    101      1
   489    958    441    790     13    412      1
   855     60     93    472    402    676      0
   543    373    266    651    275    528      0
   532    761    469    503    729    107      1
   892    451    953    392    570    519      3
   472    407    494    505    440    383      2
   262    409    607     38    360    471      2
   171    654    947    514    523    229      1
   489    766    887    756    632    470      3
   739    666    522    283    160    553      2
   705     91    259    386    687    629      2
    42    317     45    356    388    452      2
   154    466    833    760    919    631      3
   738    267    776     98    314    320      3
    53      7    469    216    722    842      2
     7    463    260    947    793    630      3
   717     43    376    314    626    117      3
   334    620    171    792    964    154      1
   866    693    664    775      0    212      1
   100    551    476    379    943    877      0
   789    361    385    272    434    144      3
   561    563    504    946    888    308      0
   157    430    123    464     74    346      0
   837    981    318    611    292    591      3
   832    123    461    991    461    330      2
   498    369    291    400    179    117      0
   317    914    595    441    936    867      3
    28    453    909    973    981    503      2
   569    816    883    367    385    402      3
   230    157    681    567    310    866      0
   687    171    477    245    764    238      3
   671     47    115    592    311    657      2
   405     53    171    580    740    530      0
   675    320    790    377    998    586      3
   604    489    631    744    388    610      1
   718    919    259    927    609    119      1
   479    716    300    396    853    458      1
   830    593    806    849    854    272      2
   160    294     54    333    146    229      0
   471    428    559    241    421    688      2
   366     33    685    270    329    261      3
   860    208    982    162    506    878      0
   979    897    887    538    469    783      3
   540    795    266    633    509    557      3
   317    134     53    135    258    593      0
   843    693    466    951    140     94      1
   937    174    512     97    551    695      2
   817    492    292    237    530    613      2
   296    710    389    628    809    786      3
   744    840    182    569    120    393      1
   292    962    214    527    807    194      1
   705    713     11    913    693    664      2
   203    995    762    381    946    909      3
    48    768    624    511    954    235      2
   127    633    240    862    127    577      0
   817    340    142    100    400    558      0
   476    154    935    430    831    295      3
   537    623    922    927     29    211      1
   211    754    880    253    293    321      3
   785    528    443      0    555    671      2
   270    452    375    631    640    934      0
    40    986    834    248    539    765      0
   796    312    262     52    731    987      2
   464    557    248    556    170    450      0
   182    301    293     99    332     44      0
   331     75      4     50     26     66      0
   738    801    623    843    441    380      3
   695    918    659    363    628    329      3
    88    854    613    979    569    666      3
   679    577    837    402    115    292      1
   723    872    448    323    153    948      2
   395    197    508    908    411    993      2
   665    781    202    610    828    256      1
   705    965     23    769    715    253      1
   805    684    478    145    840    833      2
   285    900    968    994    633    885      3
   348    281     32    256    910    872      0
   982    901    306    635    860    471      2
   527    137    343    768    233    995      0
   171    603    942     11    879     34      3
   512    593    530    161    234    258      1
   926    906    191    443    188    227      0
   719    484    224     93    435    224      1
    94    582    867    627      5    146      1
   686    589    540    237    850    759      2
   578    956    677    403     42    300      1
   811    225    143    595     16    615      0
   804      6    368    641    335    698      0
   325    313     23    312    618    457      0
   396    339     86     94    846     43      1
   522    911    280    455    358    847      2
   870    990    873    327    413    454      2
   896    472    450    241    641    646      2
   525    213    824    929    695    403      2
   594    993     67    187    640     79      1
    41    125    534    860      0    907      0
   621    692    293    117    717    403      2
   943    893    639     11    925     28      3
   978    748    850    892    444    654      1
   623    353     36    547    346    826      0
    61    904    238    571    886    405      2
   299     56    728    267    751     19      0
   991    166    717    846     93    187      1
   421    912    867    299    444    897      3
   201    328    942    104    768    768      3
   641    296    262    720    244    918      0
   625    219    584    174    984    459      2
   149     14    695    503     32    851      0
   537    814    363    651    219    290      1
   917    683    918    584    252    586      1
   269    248    137    397    424    168      0
    27    148    993    382    271    669      2
   893    877     14    104    484    943      2
   495    811    293    892    798    990      3
   299    890    493     74    549    774      2
   314    173     69    218    865    833      2
   238    911    252    463    508    149      1
    88    245    231    920    106    271      1
   368    421    258    157    647    982      2
   238    122    723    906    706    189      2
   156    345    351    923    118    550      0
    97    836    591    406    510    813      0
   651    880    844    743    741    245      1
   578    949    705    514    785    227      3
   624    204    356    917    227    555      0
   102    286    468    698    979    411      2
   489    758    490    775    410    132      1
    89    296    950    112    122    529      0
   672    836    277    553    976    670      2
    85    652    751    397    751      1      3
   435    693     72    916    716    328      1
   511    125    838    296    939    544      2
    56    826    902    758    588     21      1
   586    108    777    628    979    947      3
   549    280    245    128     62    426      0
   719    677     91     47    785    231      1
   406    684    954    769    709    956      1
   421    945    465     16    860    497      3
   335    190    677     49      5    886      0
   388    675    143    377    130    487      0
   555    482    253      0    754    289      2
   488    215      8    310    940    799      0
   997    707    454    304    237    485      2
   499    792    613    612    682    983      3
   351    129    137     33    600    864      0
   683    857    968    710    968    708      3
   641    732    437    684    499    701      3
   869    583    256    692    640     87      1
    12    810    820    835    663    615      3
   897    677    774    134    553    533      3
   878    286    624    734     75    349      0
   712    984    624    792    504    822      2
    55    913    462    473     84    160      1
   122     53    397    822    750    337      2
   917      6    931    197    505    236      3
   357    599    290    898    985    447      2
    84    592    725    996    855    828      3
   338    342    428    795    742     37      2
   506    767     53    793    505    146      1
   609    924    854    465    239    206      1
   209    492    499    175     36     61      1
   647    618     13    727    712    896      0
   909    841    130     90     34    915      2
   286    523    666    344    736     37      3
   416    893    949    971    844    777      3
   285    200    590    285    325    118      3
   668      6    729      8    541    225      3
   536    980    716    470    384    747      3
   328    936    204    700    523    364      1
   411     40    250    504    483    766      0
   141    670    845    506     88    256      1
   107    266    857    678    199    674      2
   155    191    990    832    858    996      0
   917    290    967    707    234    246      1
   462    402    239    426     95    906      2
   314    350    586    279    776    822      2
   879    301    812    676    164    357      0
   570     38    312    144    561    180      3
   200    643    856     61    647    939      2
   808    290    452    979    618    419      2
     7    284    547    977    675    613      3
   709    371    642    339    336    621      0
   501     34    129    358    436    469      0
   897    504    798    202    105    238      3
    32     65    516    481    579     23      3
   727    771    313    382    140    816      2
   488    319    589    513    259    851      0
   271    283    364     38     12    184      0
   759    501    574    733     59    714      0
   649    595    522    541    416    377      2
    52    565    891    138    310    967      2
    55    787    224    222    439    441      2
   648    804    834    368    441    872      3
   668    974    176    137    633    241      1
   745     18     15    974    252    846      0
   956    524    966    581    144    240      1
   334    296    876     27    205     18      3
   291    641    465    191    471    259      3
   700    217     16    943    624     64      1
   505    157    502    666    275     46      3
   632    789     46    145      3    152      1
   901    326    153    184    649    350      0
   405    346     25    970    336    795      3
   793    323    532    856    896    210      2
   776    692    550    290    795    852      3
   350    315     36    361    760    984      0
   729    534     50     82    806    936      2
   584    790    617    182     66    116      1
   388    425    101    610    450    982      0
   621    193     38    754    593    895      0
   280    638    167    420    345    883      0
   865    696    833    390    632    189      2
   839    183    817    129    753    679      3
   613    600    252    145    861    151      1
   318    963    813    907    554    476      3
   617    211    429    264    966    531      2
   942    698    522    155    587    257      3
   158    464    762    510    946     65      3
   380    165    946    540    297     42      3
   464    194    584    270    715    200      3
   206    106    302    696    833    611      0
    67    415    645    175    354    448      0
   919     79    988    321    592    597      3
   197    509    652     71    658    122      3
   859    997    999    899    120    320      1
    36    984    912    915    953    485      3
   741    199    567    208    844    169      3
   681    879    108    207    259    706      2
   849     75     26    124    607    774      0
   884    128    546    145    481    714      2
   149    168    338    307    793    504      2
   105    697    217    955    641    343      2
   133     97    679    736    555    633      0
   954    930    252    904    279    488      3
   870    754     72    176    701    415      1
    86    231    480    975    260    514      0
   938    657    990    438    981    447      3
   242    618     70    631     61    219      1
   781    990    833    672    563    302      3
   502    928    721    898    447    945      1
   406    222    686    794    577    844      0
   683    547    240    485    464    723      0
   337    653    168    130    255    466      0
   858    512    656    318    201    142      3
   276    506    702    684     23    270      1
   312    250    475    311    850    195      3
   488    520    101    183    798    892      2
   848    784    245    187    462    343      1
   258    859    871     16    172    832      2
   441    683     88     15    976    516      2
   298     39    283    205    997    146      3
   769    675    917    387     20     30      2
   442    735    389    373    480     73      1
   777    786    381    785    522    345      2
   979     85    713    935    735    883      0
   186     96    648     85    752    521      2
   260    982    636    688    919    236      2
   792     65    278    198    496    386      0
    11    976    547    121    202    245      1
   702    564    539    572    257    370      1
   920    654    359     80    298    391      1
   960    510    591    867     33    675      0
   136    499    775    790    376    256      1
   272    703     86    967    515    542      3
   495    566    456    186    437    198      1
   626    364     85    665    908    340      1
   360    814    154     12    752    338      1
   706    525    630    249    179     79      3
   313    838    517    421    145    991      3
   969    839    308    565    762    473      2
   681    970    147     53    708    508      1
   715    429     66    689    663    771      2
   541    259    631    572    514    966      0
   988    170    168    199    655    850      2
   444    936    278    406    427    313      1
   523    371    327     73    461    173      2
   934    102    587    417    463    153      3
   126    595    495    213    406    370      2
   859    305    496    833    223    852      0
   879    519    126    793    585    465      3
   371    444    107    271     87     99      0
   519    596    715    552    492    753      0
   257    590    959    357    886    809      3
   865    686     19    259    313    435      0
    28    101    468    869    456    731      0
   578     74    395    843    274    316      0
    24    511    585    722    971     57      2
    95    174     38    183    658    295      0
   722    983    231    503    232    300      1
   590    480    408    505    702    858      0
   818    557    561    120     28    656      0
   713    332     92    182    467    320      2
   358     74    987     94    983    364      3
   264    714    746    390    425    255      3
   163    467    792    231    619    880      2
   718    128    948    720     79     91      3
   766    587    808    126    825    159      3
   518    220     35    314    456    147      0
   156    134    360    751    208    478      0
   294    589    524    976    694     90      2
   189    372    419    301    702    844      0
   523    539    609    827    637    186      0
   416    827    169    623    899    514      2
   415    644    436    669    378    676      3
   858    952    846    137    915    988      2
   616    288    382     74    333    915      2
    56    656     62    616    524    129      1
   442    984    872     49    396     26      3
   582    202    775    416    665    552      3
   759    755    417    844    554    443      2
   824    999    422    121    733    413      3
   917    793    873     60    175     74      2
   985    501    622    208    395     26      3
   720    291    988    929     72    977      0
   193      8    254    922    876    137      2
   816    803     90    912    289    253      1
   979    299    322    902    602    369      1
   654    729    734    438    274    226      1
   463    134    972    348    453    503      3
   307    518    333    437    695    179      1
   661    144    659    961    907    576      2
   472    645    592    972    628    196      0
   811    535    835    229    716    532      3
   956    158    749    620    296    724      0
   120    526    406    983    445    574      3
   691    588    538    664    104    877      0
   353    942      4    623    852    625      2
   611    842    724    149    135    590      2
   146    328    855    804    741    909      0
   381    779    102     83    692    532      2
   312     99    161     47    405    290      0
   569    959    628    139    228    580      2
   471    778    440    456    148    444      1
   745    125    210    698    616    180      1
   815     64    226    472    479    593      0
   482      5    536    333    105    587      0
   732    638    165     64    518    399      1
    32    508    896    438    978    638      3
   245     59    169    744    362    769      0
    49    518    467    558    143     61      1
   603    190    186    226    603      4      3
   300    768    423    347    396    566      0
   230    665    152      0    617    173      1
   786    668    597    579    224    728      1
   260    158    425    267    312    734      0
   452    169    562    570    211    235      3
   890    711     64    750    960    545      2
   767    754    787    217    565    942      2
    88    273    815    579    837    388      3
   269    886    830    809    640    321      3
   319    881    626     20    411    454      3
   893    984    357    999    336    829      2
   950    457    405    365    334     49      3
    94    592    270    119     17    313      0
   253    117    977    160    505    153      3
   591    562    576    854     72    134      1
    16     50    193    945    852    747      0
   521     61    344    259    366    885      0
   439    718    107    268    554     50      1
   432    799     20    735     98    792      0
   916    182     29    316     59    758      0
   583    399    135    357     70    271      0
   342    780    877    406    295    686      1
   403    252    718     35    285    428      3
   678    960    101    949    364    385      1
   626    157    737    841    938    593      2
    96     33    493    768    873    935      0
   109     96    381    561    739    584      3
   923    499    731    849    442    606      1
   850    287     40    769    223    588      0
   467     83    400    158    606    938      2
   463    920    366    758    685     23      2
   229    298    356    470    175    196      3
   683    988    619    946    190    275      1
   469    519    341    197    545    654      2
   158     58    794    791    341    837      0
   900    232    675    736    438    958      0
   580     85     13    284    253    727      0
   285    426    670    536    281    370      3
   549    348     77    199    835    573      2
   137    351    731    617    233    571      0
   376    529    731     44    342    467      0
     0    528    916    634    999    757      3
   240    581    623    941    131    749      0
   539    299    575     99    363    245      3
   726    201    424     83    389    735      2
    24    895    745    170    483    717      2
   392    752    324    773    740    255      1
   468     70    843     30    756    765      2
   114    980    458    358    124      8      1
   311    667    717    928    590     99      1
   580    870    990    412      0     64      2
   275     84    682    911    106    868      0
   644    826    436    366    592    988      3
   838    865    212    947    446    659      3
    52    771    256    110     57    666      2
   250    670    145    925    148    874      0
   774     43    429    536    763     16      3
   858    934    301     61    655    815      2
   174    582    139     82     24    900      2
   575    337    376    300    424    864      2
   537    695    525    629    851    788      0
   794    744    706     75     71    490      3
   884    819    979    195    158    807      2
   845    374    438    156    820    432      2
   766    222    957    553    271    955      0
   389    625     29    128     39    527      0
   394    490    648     54    517    192      3
   530    618    148     56    990    282      2
   743    439    301    493    927    269      1
   393     33    431    592    135     26      3
   842     80    616    961    717    907      2
   920    245    166    121    782    782      2
     6    491    870    615    195    143      1
   763    771    592    935    217    412      1
   881    467    721    952    322    828      0
   230    429    424    699    153    151      1
   794     41    264    383    720    144      3
   388     77    213    202    658    202      3
   753    249     58    575     90    638      0
   823    395    701    205    558    123      3
   287     41     26    530    209    820      0
   935     43    531    674    902    100      2
    71    775      9    430    794    622      0
   736    890     15    452    754    782      0
   933    188    855    960    945    923      3
   542    659    487    943    347    584      3
   389    668    788    198    280    479      3
   707    813    860    447    846    271      3
   182    344    142    448    636    353      1
   549    888    823    825    251    190      1
   639     46    362    775    624     78      2
   985    103    781    377    350     48      3
   170    494    216    729    726     38      1
   915    672    352    862    421    667      3
   128    465    329    259     82    389      0
   986    419    735    140    666    632      3
   485    822      3    161    896    141      1
   150    432    872    361    770    313      3
   165    645    120    810    128    970      0
   621    596      4    514    799    210      1
   269    552    235    471    344    830      0
   382    261    395    151    666     83      3
   710    758    372    295    906     14      1
   452    284    905    812     21    341      0
   575    290    525    611    167    982      0
   783    387    793     50    679    268      3
   274    884    629    335    460    105      1
   511    992    824    550     16     60      1
   801    759    309    923     67    300      1
   225    256    140     48    655    807      2
   449    491    760    382    836    219      2
   270    679    725    519    809    701      3
   631    324    807    725    301    283      1
   969    488    164    963    124    534      0
   770    851    997    724    511     67      1
   265    840    379    955     28    661      1
   432    227    160    139    666    237      2
    48    848    404     48    565    221      1
   133    175    241    514    147    362      0
   954    676    454    658    721    784      3
   688    466    116    856    180    429      0
   537    629    389    843      4    101      1
   384    920    987    136     52    582      1
   528    366    472    193    958    179      2
   983    987    823    397     96    594      1
   901    653    520    503    472     20      1
   932    953    824     33     57    665      2
   732    280    167    966    690    868      0
   926    828    479    144    703    449      3
   833      3    910    240     27    610      0
   527    282    393    187    863    961      2
   565    599    251    318     81    558      0
   103    358    238    178    464    457      2
